BodyAcc;GravityAcc;BodyGyro;subject;Activity;time
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:33:46.880
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:33:49.440
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:33:52.000
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:33:54.560
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:33:57.120
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:33:59.680
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:02.240
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:04.800
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:07.360
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:09.920
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:12.480
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:15.040
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:17.600
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:20.160
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:22.720
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:25.280
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:27.840
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:30.400
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:32.960
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:35.520
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:38.080
a;b;c;11;WALKING_UPSTAIRS;2010-01-01 11:34:40.640
b;b;b;14;STANDING;2010-01-01 11:34:43.200
b;a;b;14;STANDING;2010-01-01 11:34:45.760
b;a;c;14;STANDING;2010-01-01 11:34:48.320
b;a;b;14;STANDING;2010-01-01 11:34:50.880
b;a;b;14;STANDING;2010-01-01 11:34:53.440
b;a;b;14;STANDING;2010-01-01 11:34:56.000
b;a;b;14;STANDING;2010-01-01 11:34:58.560
b;a;b;14;STANDING;2010-01-01 11:35:01.120
b;a;b;14;STANDING;2010-01-01 11:35:03.680
b;a;b;14;STANDING;2010-01-01 11:35:06.240
b;a;b;14;STANDING;2010-01-01 11:35:08.800
b;a;b;14;STANDING;2010-01-01 11:35:11.360
b;a;b;14;STANDING;2010-01-01 11:35:13.920
b;a;b;14;STANDING;2010-01-01 11:35:16.480
b;a;b;14;STANDING;2010-01-01 11:35:19.040
b;a;b;14;STANDING;2010-01-01 11:35:21.600
b;a;b;14;STANDING;2010-01-01 11:35:24.160
b;b;b;14;STANDING;2010-01-01 11:35:26.720
b;a;b;14;STANDING;2010-01-01 11:35:29.280
b;a;b;14;STANDING;2010-01-01 11:35:31.840
b;a;b;14;STANDING;2010-01-01 11:35:34.400
b;a;b;14;STANDING;2010-01-01 11:35:36.960
b;a;b;14;STANDING;2010-01-01 11:35:39.520
b;a;b;14;STANDING;2010-01-01 11:35:42.080
b;a;b;14;STANDING;2010-01-01 11:35:44.640
b;a;b;14;STANDING;2010-01-01 11:35:47.200
b;a;b;14;STANDING;2010-01-01 11:35:49.760
b;a;b;14;STANDING;2010-01-01 11:35:52.320
b;a;b;14;STANDING;2010-01-01 11:35:54.880
b;a;b;14;STANDING;2010-01-01 11:35:57.440
b;a;b;14;SITTING;2010-01-01 11:36:00.000
b;a;b;14;SITTING;2010-01-01 11:36:02.560
b;a;b;14;SITTING;2010-01-01 11:36:05.120
b;a;b;14;SITTING;2010-01-01 11:36:07.680
b;a;b;14;SITTING;2010-01-01 11:36:10.240
b;a;b;14;SITTING;2010-01-01 11:36:12.800
b;a;b;14;SITTING;2010-01-01 11:36:15.360
b;a;b;14;SITTING;2010-01-01 11:36:17.920
b;a;b;14;SITTING;2010-01-01 11:36:20.480
b;a;b;14;SITTING;2010-01-01 11:36:23.040
b;a;b;14;SITTING;2010-01-01 11:36:25.600
b;a;b;14;SITTING;2010-01-01 11:36:28.160
b;a;b;14;SITTING;2010-01-01 11:36:30.720
b;a;b;14;SITTING;2010-01-01 11:36:33.280
b;a;b;14;SITTING;2010-01-01 11:36:35.840
b;a;b;14;SITTING;2010-01-01 11:36:38.400
b;a;b;14;SITTING;2010-01-01 11:36:40.960
b;a;b;14;SITTING;2010-01-01 11:36:43.520
b;a;b;14;SITTING;2010-01-01 11:36:46.080
b;a;b;14;SITTING;2010-01-01 11:36:48.640
b;a;b;14;SITTING;2010-01-01 11:36:51.200
b;a;b;14;SITTING;2010-01-01 11:36:53.760
b;a;b;14;SITTING;2010-01-01 11:36:56.320
b;a;b;14;SITTING;2010-01-01 11:36:58.880
b;a;b;14;SITTING;2010-01-01 11:37:01.440
b;a;b;14;SITTING;2010-01-01 11:37:04.000
b;c;b;14;LAYING;2010-01-01 11:37:06.560
b;c;b;14;LAYING;2010-01-01 11:37:09.120
b;c;b;14;LAYING;2010-01-01 11:37:11.680
b;c;b;14;LAYING;2010-01-01 11:37:14.240
b;c;b;14;LAYING;2010-01-01 11:37:16.800
b;c;b;14;LAYING;2010-01-01 11:37:19.360
b;c;b;14;LAYING;2010-01-01 11:37:21.920
b;c;b;14;LAYING;2010-01-01 11:37:24.480
b;c;b;14;LAYING;2010-01-01 11:37:27.040
b;c;b;14;LAYING;2010-01-01 11:37:29.600
b;c;b;14;LAYING;2010-01-01 11:37:32.160
b;c;b;14;LAYING;2010-01-01 11:37:34.720
b;c;b;14;LAYING;2010-01-01 11:37:37.280
b;c;b;14;LAYING;2010-01-01 11:37:39.840
b;c;b;14;LAYING;2010-01-01 11:37:42.400
b;c;b;14;LAYING;2010-01-01 11:37:44.960
b;c;b;14;LAYING;2010-01-01 11:37:47.520
b;c;b;14;LAYING;2010-01-01 11:37:50.080
b;c;b;14;LAYING;2010-01-01 11:37:52.640
b;c;b;14;LAYING;2010-01-01 11:37:55.200
b;c;b;14;LAYING;2010-01-01 11:37:57.760
b;c;b;14;LAYING;2010-01-01 11:38:00.320
b;c;b;14;LAYING;2010-01-01 11:38:02.880
b;c;b;14;LAYING;2010-01-01 11:38:05.440
b;c;b;14;LAYING;2010-01-01 11:38:08.000
a;b;c;14;WALKING;2010-01-01 11:38:10.560
a;b;c;14;WALKING;2010-01-01 11:38:13.120
a;b;c;14;WALKING;2010-01-01 11:38:15.680
a;b;c;14;WALKING;2010-01-01 11:38:18.240
a;b;c;14;WALKING;2010-01-01 11:38:20.800
a;b;c;14;WALKING;2010-01-01 11:38:23.360
a;b;c;14;WALKING;2010-01-01 11:38:25.920
a;b;c;14;WALKING;2010-01-01 11:38:28.480
a;b;c;14;WALKING;2010-01-01 11:38:31.040
a;b;c;14;WALKING;2010-01-01 11:38:33.600
a;b;c;14;WALKING;2010-01-01 11:38:36.160
a;b;c;14;WALKING;2010-01-01 11:38:38.720
a;b;c;14;WALKING;2010-01-01 11:38:41.280
a;b;c;14;WALKING;2010-01-01 11:38:43.840
a;b;c;14;WALKING;2010-01-01 11:38:46.400
a;b;c;14;WALKING;2010-01-01 11:38:48.960
a;b;c;14;WALKING;2010-01-01 11:38:51.520
a;b;c;14;WALKING;2010-01-01 11:38:54.080
a;b;c;14;WALKING;2010-01-01 11:38:56.640
a;b;c;14;WALKING;2010-01-01 11:38:59.200
a;b;c;14;WALKING;2010-01-01 11:39:01.760
a;b;c;14;WALKING;2010-01-01 11:39:04.320
a;b;c;14;WALKING;2010-01-01 11:39:06.880
a;b;c;14;WALKING;2010-01-01 11:39:09.440
a;b;c;14;WALKING;2010-01-01 11:39:12.000
a;b;c;14;WALKING;2010-01-01 11:39:14.560
a;b;c;14;WALKING;2010-01-01 11:39:17.120
a;b;c;14;WALKING;2010-01-01 11:39:19.680
a;b;c;14;WALKING;2010-01-01 11:39:22.240
a;b;c;14;WALKING;2010-01-01 11:39:24.800
c;b;c;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:27.360
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:29.920
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:32.480
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:35.040
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:37.600
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:40.160
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:42.720
c;b;c;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:45.280
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:47.840
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:50.400
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:52.960
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:55.520
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:39:58.080
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:00.640
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:03.200
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:05.760
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:08.320
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:10.880
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:13.440
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:16.000
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:18.560
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:21.120
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:23.680
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:40:26.240
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:28.800
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:31.360
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:33.920
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:36.480
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:39.040
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:41.600
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:44.160
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:46.720
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:49.280
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:51.840
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:54.400
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:56.960
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:40:59.520
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:02.080
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:04.640
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:07.200
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:09.760
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:12.320
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:14.880
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:17.440
c;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:20.000
c;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:22.560
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:25.120
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:27.680
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:30.240
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:32.800
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:41:35.360
b;a;b;14;STANDING;2010-01-01 11:41:37.920
b;a;b;14;STANDING;2010-01-01 11:41:40.480
b;a;b;14;STANDING;2010-01-01 11:41:43.040
b;a;b;14;STANDING;2010-01-01 11:41:45.600
b;a;b;14;STANDING;2010-01-01 11:41:48.160
b;a;b;14;STANDING;2010-01-01 11:41:50.720
b;a;b;14;STANDING;2010-01-01 11:41:53.280
b;a;b;14;STANDING;2010-01-01 11:41:55.840
b;a;b;14;STANDING;2010-01-01 11:41:58.400
b;a;b;14;STANDING;2010-01-01 11:42:00.960
b;a;b;14;STANDING;2010-01-01 11:42:03.520
b;a;b;14;STANDING;2010-01-01 11:42:06.080
b;a;b;14;STANDING;2010-01-01 11:42:08.640
b;a;b;14;STANDING;2010-01-01 11:42:11.200
b;a;b;14;STANDING;2010-01-01 11:42:13.760
b;b;b;14;STANDING;2010-01-01 11:42:16.320
b;a;b;14;STANDING;2010-01-01 11:42:18.880
b;a;b;14;STANDING;2010-01-01 11:42:21.440
b;a;b;14;STANDING;2010-01-01 11:42:24.000
b;a;b;14;STANDING;2010-01-01 11:42:26.560
b;a;b;14;STANDING;2010-01-01 11:42:29.120
b;a;b;14;STANDING;2010-01-01 11:42:31.680
b;a;b;14;STANDING;2010-01-01 11:42:34.240
b;a;b;14;STANDING;2010-01-01 11:42:36.800
b;a;b;14;STANDING;2010-01-01 11:42:39.360
b;a;b;14;STANDING;2010-01-01 11:42:41.920
b;a;b;14;STANDING;2010-01-01 11:42:44.480
b;a;b;14;STANDING;2010-01-01 11:42:47.040
b;a;b;14;STANDING;2010-01-01 11:42:49.600
b;a;b;14;STANDING;2010-01-01 11:42:52.160
a;b;b;14;SITTING;2010-01-01 11:42:54.720
b;a;b;14;SITTING;2010-01-01 11:42:57.280
b;a;b;14;SITTING;2010-01-01 11:42:59.840
b;a;b;14;SITTING;2010-01-01 11:43:02.400
b;a;b;14;SITTING;2010-01-01 11:43:04.960
b;a;b;14;SITTING;2010-01-01 11:43:07.520
b;a;b;14;SITTING;2010-01-01 11:43:10.080
b;a;b;14;SITTING;2010-01-01 11:43:12.640
b;a;b;14;SITTING;2010-01-01 11:43:15.200
b;a;b;14;SITTING;2010-01-01 11:43:17.760
b;a;b;14;SITTING;2010-01-01 11:43:20.320
b;a;b;14;SITTING;2010-01-01 11:43:22.880
b;a;b;14;SITTING;2010-01-01 11:43:25.440
b;a;b;14;SITTING;2010-01-01 11:43:28.000
b;b;b;14;SITTING;2010-01-01 11:43:30.560
b;a;b;14;SITTING;2010-01-01 11:43:33.120
b;a;b;14;SITTING;2010-01-01 11:43:35.680
b;a;b;14;SITTING;2010-01-01 11:43:38.240
b;a;b;14;SITTING;2010-01-01 11:43:40.800
b;a;b;14;SITTING;2010-01-01 11:43:43.360
b;a;b;14;SITTING;2010-01-01 11:43:45.920
b;a;b;14;SITTING;2010-01-01 11:43:48.480
b;a;b;14;SITTING;2010-01-01 11:43:51.040
b;a;b;14;SITTING;2010-01-01 11:43:53.600
b;a;b;14;SITTING;2010-01-01 11:43:56.160
b;a;b;14;SITTING;2010-01-01 11:43:58.720
b;a;b;14;SITTING;2010-01-01 11:44:01.280
b;a;b;14;SITTING;2010-01-01 11:44:03.840
a;b;c;14;LAYING;2010-01-01 11:44:06.400
b;c;b;14;LAYING;2010-01-01 11:44:08.960
b;c;b;14;LAYING;2010-01-01 11:44:11.520
b;c;b;14;LAYING;2010-01-01 11:44:14.080
b;c;b;14;LAYING;2010-01-01 11:44:16.640
b;c;b;14;LAYING;2010-01-01 11:44:19.200
b;c;b;14;LAYING;2010-01-01 11:44:21.760
b;c;b;14;LAYING;2010-01-01 11:44:24.320
b;c;b;14;LAYING;2010-01-01 11:44:26.880
b;c;b;14;LAYING;2010-01-01 11:44:29.440
b;c;b;14;LAYING;2010-01-01 11:44:32.000
a;b;c;14;LAYING;2010-01-01 11:44:34.560
b;c;b;14;LAYING;2010-01-01 11:44:37.120
b;c;b;14;LAYING;2010-01-01 11:44:39.680
b;c;b;14;LAYING;2010-01-01 11:44:42.240
b;c;b;14;LAYING;2010-01-01 11:44:44.800
b;c;b;14;LAYING;2010-01-01 11:44:47.360
b;c;b;14;LAYING;2010-01-01 11:44:49.920
b;c;b;14;LAYING;2010-01-01 11:44:52.480
b;c;b;14;LAYING;2010-01-01 11:44:55.040
b;c;b;14;LAYING;2010-01-01 11:44:57.600
b;c;b;14;LAYING;2010-01-01 11:45:00.160
b;c;b;14;LAYING;2010-01-01 11:45:02.720
b;c;b;14;LAYING;2010-01-01 11:45:05.280
b;c;b;14;LAYING;2010-01-01 11:45:07.840
b;c;b;14;LAYING;2010-01-01 11:45:10.400
a;b;c;14;WALKING;2010-01-01 11:45:12.960
a;b;c;14;WALKING;2010-01-01 11:45:15.520
a;b;c;14;WALKING;2010-01-01 11:45:18.080
a;b;c;14;WALKING;2010-01-01 11:45:20.640
a;b;a;14;WALKING;2010-01-01 11:45:23.200
a;b;a;14;WALKING;2010-01-01 11:45:25.760
a;b;a;14;WALKING;2010-01-01 11:45:28.320
a;b;c;14;WALKING;2010-01-01 11:45:30.880
a;b;c;14;WALKING;2010-01-01 11:45:33.440
a;b;c;14;WALKING;2010-01-01 11:45:36.000
a;b;c;14;WALKING;2010-01-01 11:45:38.560
a;b;c;14;WALKING;2010-01-01 11:45:41.120
a;b;c;14;WALKING;2010-01-01 11:45:43.680
a;b;c;14;WALKING;2010-01-01 11:45:46.240
a;b;c;14;WALKING;2010-01-01 11:45:48.800
a;b;c;14;WALKING;2010-01-01 11:45:51.360
a;b;c;14;WALKING;2010-01-01 11:45:53.920
a;b;c;14;WALKING;2010-01-01 11:45:56.480
a;b;c;14;WALKING;2010-01-01 11:45:59.040
a;b;a;14;WALKING;2010-01-01 11:46:01.600
a;b;a;14;WALKING;2010-01-01 11:46:04.160
a;b;a;14;WALKING;2010-01-01 11:46:06.720
a;b;a;14;WALKING;2010-01-01 11:46:09.280
a;b;c;14;WALKING;2010-01-01 11:46:11.840
a;b;c;14;WALKING;2010-01-01 11:46:14.400
a;b;c;14;WALKING;2010-01-01 11:46:16.960
a;b;c;14;WALKING;2010-01-01 11:46:19.520
a;b;a;14;WALKING;2010-01-01 11:46:22.080
a;b;c;14;WALKING;2010-01-01 11:46:24.640
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:27.200
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:29.760
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:32.320
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:34.880
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:37.440
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:40.000
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:42.560
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:45.120
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:47.680
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:50.240
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:52.800
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:55.360
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:46:57.920
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:47:00.480
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:47:03.040
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:47:05.600
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:47:08.160
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:47:10.720
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:47:13.280
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:47:15.840
c;b;a;14;WALKING_DOWNSTAIRS;2010-01-01 11:47:18.400
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:20.960
c;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:23.520
c;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:26.080
c;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:28.640
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:31.200
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:33.760
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:36.320
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:38.880
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:41.440
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:44.000
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:46.560
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:49.120
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:51.680
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:54.240
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:56.800
c;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:47:59.360
c;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:01.920
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:04.480
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:07.040
c;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:09.600
c;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:12.160
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:14.720
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:17.280
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:19.840
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:22.400
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:24.960
a;b;a;14;WALKING_UPSTAIRS;2010-01-01 11:48:27.520
b;a;b;15;STANDING;2010-01-01 11:48:30.080
b;a;b;15;STANDING;2010-01-01 11:48:32.640
b;a;b;15;STANDING;2010-01-01 11:48:35.200
b;a;b;15;STANDING;2010-01-01 11:48:37.760
b;a;b;15;STANDING;2010-01-01 11:48:40.320
b;a;b;15;STANDING;2010-01-01 11:48:42.880
b;a;b;15;STANDING;2010-01-01 11:48:45.440
b;a;b;15;STANDING;2010-01-01 11:48:48.000
b;a;b;15;STANDING;2010-01-01 11:48:50.560
b;a;b;15;STANDING;2010-01-01 11:48:53.120
b;a;b;15;STANDING;2010-01-01 11:48:55.680
b;a;b;15;STANDING;2010-01-01 11:48:58.240
b;a;b;15;STANDING;2010-01-01 11:49:00.800
b;b;b;15;STANDING;2010-01-01 11:49:03.360
b;a;b;15;STANDING;2010-01-01 11:49:05.920
b;a;b;15;STANDING;2010-01-01 11:49:08.480
b;a;b;15;STANDING;2010-01-01 11:49:11.040
b;a;b;15;STANDING;2010-01-01 11:49:13.600
b;a;b;15;STANDING;2010-01-01 11:49:16.160
b;a;b;15;STANDING;2010-01-01 11:49:18.720
b;a;b;15;STANDING;2010-01-01 11:49:21.280
b;a;b;15;STANDING;2010-01-01 11:49:23.840
b;a;b;15;STANDING;2010-01-01 11:49:26.400
b;a;b;15;STANDING;2010-01-01 11:49:28.960
b;a;b;15;STANDING;2010-01-01 11:49:31.520
b;a;b;15;STANDING;2010-01-01 11:49:34.080
b;a;b;15;STANDING;2010-01-01 11:49:36.640
a;b;b;15;SITTING;2010-01-01 11:49:39.200
b;a;b;15;SITTING;2010-01-01 11:49:41.760
b;a;b;15;SITTING;2010-01-01 11:49:44.320
b;a;b;15;SITTING;2010-01-01 11:49:46.880
b;a;b;15;SITTING;2010-01-01 11:49:49.440
b;a;b;15;SITTING;2010-01-01 11:49:52.000
b;a;b;15;SITTING;2010-01-01 11:49:54.560
b;a;b;15;SITTING;2010-01-01 11:49:57.120
b;a;b;15;SITTING;2010-01-01 11:49:59.680
b;a;b;15;SITTING;2010-01-01 11:50:02.240
b;a;b;15;SITTING;2010-01-01 11:50:04.800
b;a;b;15;SITTING;2010-01-01 11:50:07.360
b;a;b;15;SITTING;2010-01-01 11:50:09.920
b;a;b;15;SITTING;2010-01-01 11:50:12.480
b;a;b;15;SITTING;2010-01-01 11:50:15.040
b;a;b;15;SITTING;2010-01-01 11:50:17.600
b;a;b;15;SITTING;2010-01-01 11:50:20.160
b;a;b;15;SITTING;2010-01-01 11:50:22.720
b;a;b;15;SITTING;2010-01-01 11:50:25.280
b;a;b;15;SITTING;2010-01-01 11:50:27.840
b;a;b;15;SITTING;2010-01-01 11:50:30.400
b;a;b;15;SITTING;2010-01-01 11:50:32.960
b;a;b;15;SITTING;2010-01-01 11:50:35.520
b;a;b;15;SITTING;2010-01-01 11:50:38.080
b;a;b;15;SITTING;2010-01-01 11:50:40.640
b;a;b;15;SITTING;2010-01-01 11:50:43.200
b;a;b;15;SITTING;2010-01-01 11:50:45.760
b;c;c;15;LAYING;2010-01-01 11:50:48.320
b;c;b;15;LAYING;2010-01-01 11:50:50.880
b;c;b;15;LAYING;2010-01-01 11:50:53.440
b;c;b;15;LAYING;2010-01-01 11:50:56.000
b;c;b;15;LAYING;2010-01-01 11:50:58.560
b;c;b;15;LAYING;2010-01-01 11:51:01.120
b;c;b;15;LAYING;2010-01-01 11:51:03.680
b;c;b;15;LAYING;2010-01-01 11:51:06.240
b;c;b;15;LAYING;2010-01-01 11:51:08.800
b;c;b;15;LAYING;2010-01-01 11:51:11.360
b;c;b;15;LAYING;2010-01-01 11:51:13.920
b;c;b;15;LAYING;2010-01-01 11:51:16.480
b;c;b;15;LAYING;2010-01-01 11:51:19.040
b;c;b;15;LAYING;2010-01-01 11:51:21.600
b;c;c;15;LAYING;2010-01-01 11:51:24.160
b;c;c;15;LAYING;2010-01-01 11:51:26.720
b;c;b;15;LAYING;2010-01-01 11:51:29.280
b;c;b;15;LAYING;2010-01-01 11:51:31.840
b;c;b;15;LAYING;2010-01-01 11:51:34.400
b;c;b;15;LAYING;2010-01-01 11:51:36.960
b;c;b;15;LAYING;2010-01-01 11:51:39.520
b;c;b;15;LAYING;2010-01-01 11:51:42.080
b;c;b;15;LAYING;2010-01-01 11:51:44.640
b;c;b;15;LAYING;2010-01-01 11:51:47.200
b;c;b;15;LAYING;2010-01-01 11:51:49.760
b;c;b;15;LAYING;2010-01-01 11:51:52.320
b;c;b;15;LAYING;2010-01-01 11:51:54.880
b;c;b;15;LAYING;2010-01-01 11:51:57.440
b;c;b;15;LAYING;2010-01-01 11:52:00.000
b;c;b;15;LAYING;2010-01-01 11:52:02.560
b;c;b;15;LAYING;2010-01-01 11:52:05.120
b;c;b;15;LAYING;2010-01-01 11:52:07.680
b;c;b;15;LAYING;2010-01-01 11:52:10.240
b;c;b;15;LAYING;2010-01-01 11:52:12.800
a;b;c;15;WALKING;2010-01-01 11:52:15.360
a;b;c;15;WALKING;2010-01-01 11:52:17.920
a;b;c;15;WALKING;2010-01-01 11:52:20.480
a;b;c;15;WALKING;2010-01-01 11:52:23.040
a;b;c;15;WALKING;2010-01-01 11:52:25.600
a;b;c;15;WALKING;2010-01-01 11:52:28.160
a;b;c;15;WALKING;2010-01-01 11:52:30.720
a;b;c;15;WALKING;2010-01-01 11:52:33.280
a;b;c;15;WALKING;2010-01-01 11:52:35.840
a;b;c;15;WALKING;2010-01-01 11:52:38.400
a;b;c;15;WALKING;2010-01-01 11:52:40.960
a;b;c;15;WALKING;2010-01-01 11:52:43.520
a;b;c;15;WALKING;2010-01-01 11:52:46.080
a;b;c;15;WALKING;2010-01-01 11:52:48.640
a;b;c;15;WALKING;2010-01-01 11:52:51.200
a;b;c;15;WALKING;2010-01-01 11:52:53.760
a;b;c;15;WALKING;2010-01-01 11:52:56.320
a;b;c;15;WALKING;2010-01-01 11:52:58.880
a;b;c;15;WALKING;2010-01-01 11:53:01.440
a;b;c;15;WALKING;2010-01-01 11:53:04.000
a;b;c;15;WALKING;2010-01-01 11:53:06.560
a;b;c;15;WALKING;2010-01-01 11:53:09.120
a;b;c;15;WALKING;2010-01-01 11:53:11.680
