sid;start_time;end_time;value
(Studio D);4/24/2003 11:54;4/24/2003 11:54;D12
(Studio D);4/24/2003 11:54;4/25/2003 8:53;D14
(Studio D);4/24/2003 11:56;4/24/2003 11:56;D12
(Studio A);4/24/2003 12:39;4/24/2003 12:39;A14
(Living Room);4/24/2003 12:59;3/4/2003 2:37;H13
(Conference Room);4/24/2003 1:00;4/24/2003 1:01;J12
(Dining Room);4/24/2003 1:00;4/24/2003 2:01;I11
(Dining Room);4/24/2003 1:10;4/24/2003 10:24;I14
(Dining Room);4/24/2003 1:10;4/24/2003 1:59;I16
(Conference Room);4/24/2003 2:01;4/24/2003 2:01;J11
(Studio F);4/24/2003 2:03;4/24/2003 2:03;F16
(Studio F);4/24/2003 2:04;4/24/2003 2:04;F12
(Dining Room);4/24/2003 10:13;4/24/2003 10:24;I14
(Studio A);4/24/2003 10:13;4/25/2003 6:59;A14
(Studio B);4/24/2003 10:13;4/25/2003 6:59;B9
(Dining Room);4/24/2003 10:19;4/24/2003 10:24;I14
(Studio D);4/24/2003 10:19;4/24/2003 11:02;D11
(Studio D);4/24/2003 10:19;4/25/2003 11:09;D9
(Studio E);4/24/2003 10:19;4/25/2003 7:00;E9
(Dining Room);4/24/2003 10:27;4/24/2003 10:43;I16
(Living Room);4/24/2003 10:42;4/24/2003 10:43;H13
(Dining Room);4/24/2003 10:43;4/24/2003 10:43;I11
(Dining Room);4/24/2003 10:43;4/25/2003 10:04;I14
(Conference Room);4/24/2003 10:44;4/24/2003 10:44;J10
(Conference Room);4/24/2003 10:44;4/25/2003 11:00;J11
(Conference Room);4/24/2003 10:44;4/24/2003 10:44;J12
(Studio E);4/24/2003 10:48;4/24/2003 10:48;E11
(Studio E);4/24/2003 10:48;4/25/2003 7:00;E15
(Studio A);4/24/2003 10:52;4/24/2003 10:52;A11
(Conference Room);4/25/2003 9:09;4/25/2003 9:09;J10
(Conference Room);4/25/2003 9:09;4/25/2003 9:09;J12
(Dining Room);4/25/2003 9:11;4/25/2003 9:12;I11
(Conference Room);4/25/2003 9:12;4/25/2003 9:18;J16
(Conference Room);4/25/2003 9:18;4/25/2003 10:43;J15
(Conference Room);4/25/2003 9:18;4/25/2003 9:18;J16
(Studio F);4/25/2003 9:19;4/26/2003 2:53;F16
(Studio B);4/25/2003 9:32;4/25/2003 9:33;B9
(Studio F);4/25/2003 9:32;4/25/2003 9:32;F14
(Studio B);4/25/2003 9:45;4/25/2003 9:45;B9
(Studio B);4/25/2003 10:45;4/25/2003 10:46;B9
(Studio B);4/25/2003 10:46;4/25/2003 11:03;B14
(Studio B);4/25/2003 10:46;4/25/2003 10:46;B9
(Studio B);4/25/2003 10:47;4/25/2003 10:47;B9
(Studio D);4/25/2003 10:47;4/25/2003 10:47;D11
(Conference Room);4/25/2003 2:14;4/25/2003 2:14;J10
(Conference Room);4/25/2003 2:14;4/25/2003 2:14;J12
(Dining Room);4/25/2003 9:58;4/25/2003 10:04;I14
(Studio A);4/25/2003 9:58;4/25/2003 10:49;A14
(Studio B);4/25/2003 9:58;4/26/2003 9:06;B9
(Dining Room);4/25/2003 10:08;4/25/2003 10:14;I14
(Studio D);4/25/2003 10:09;4/25/2003 11:08;D11
(Studio D);4/25/2003 10:09;4/25/2003 11:09;D9
(Studio E);4/25/2003 10:09;4/25/2003 11:09;E9
(Living Room);4/25/2003 10:29;4/25/2003 10:41;H9
(Conference Room);4/25/2003 10:30;4/25/2003 10:30;J10
(Dining Room);4/25/2003 10:30;4/25/2003 10:43;I11
(Dining Room);4/25/2003 10:48;4/26/2003 7:03;I14
(Studio F);4/26/2003 2:53;4/26/2003 2:53;F16
(Conference Room);4/26/2003 8:50;4/26/2003 2:30;J10
(Conference Room);4/26/2003 8:50;4/26/2003 8:51;J12
(Conference Room);4/26/2003 8:51;4/26/2003 8:51;J12
(Conference Room);4/26/2003 8:52;4/26/2003 8:52;J11
(Studio B);4/26/2003 9:05;4/26/2003 9:06;B9
(Studio B);4/26/2003 9:07;4/26/2003 9:07;B9
(Studio A);4/26/2003 9:30;4/26/2003 9:31;A11
(Studio A);4/26/2003 9:31;4/26/2003 9:31;A11
(Studio A);4/26/2003 9:31;4/26/2003 9:31;A15
(Studio A);4/26/2003 9:35;4/26/2003 9:35;A11
(Studio A);4/26/2003 9:35;4/26/2003 9:35;A15
(Studio B);4/26/2003 9:35;4/26/2003 9:35;B9
(Studio A);4/26/2003 9:36;4/26/2003 9:36;A15
(Studio B);4/26/2003 9:36;4/26/2003 9:37;B9
(Studio A);4/26/2003 9:37;4/26/2003 9:37;A12
(Studio C);4/26/2003 9:37;4/26/2003 9:37;C13
(Studio A);4/26/2003 9:45;4/26/2003 9:45;A15
(Studio B);4/26/2003 9:45;4/26/2003 9:45;B9
(Studio C);4/26/2003 9:45;4/26/2003 9:45;C13
(Living Room);4/26/2003 9:56;4/26/2003 9:56;H9
(Living Room);4/26/2003 10:04;4/26/2003 10:04;H9
(Studio B);4/26/2003 10:12;4/26/2003 10:12;B9
(Studio B);4/26/2003 10:14;4/26/2003 10:14;B9
(Studio B);4/26/2003 10:16;4/26/2003 10:16;B9
(Studio B);4/26/2003 10:18;4/26/2003 10:18;B14
(Studio B);4/26/2003 10:18;4/26/2003 10:18;B9
(Studio E);4/26/2003 10:18;4/26/2003 10:24;E12
(Conference Room);4/26/2003 10:20;4/26/2003 10:20;J16
(Conference Room);4/26/2003 11:02;4/26/2003 11:03;J12
(Conference Room);4/26/2003 11:03;4/26/2003 11:03;J11
(Conference Room);4/26/2003 11:03;4/26/2003 11:03;J12
(Conference Room);4/26/2003 11:03;4/26/2003 11:03;J16
(Living Room);4/26/2003 11:04;4/26/2003 11:48;H9
(Studio B);4/26/2003 11:04;4/26/2003 11:04;B9
(Studio C);4/26/2003 11:05;4/26/2003 11:05;C13
(Conference Room);4/26/2003 2:30;4/26/2003 2:30;J10
(Dining Room);4/26/2003 7:01;4/26/2003 7:03;I14
(Dining Room);4/26/2003 7:06;4/26/2003 7:07;I11
(Dining Room);4/26/2003 7:06;4/26/2003 7:07;I14
(Dining Room);4/26/2003 7:07;4/26/2003 7:07;I14
(Living Room);4/3/2003 1:03;4/3/2003 1:53;H13
(Living Room);4/3/2003 1:03;4/3/2003 10:37;H9
(Conference Room);4/3/2003 1:04;4/5/2003 5:39;J10
(Conference Room);4/3/2003 1:05;4/3/2003 1:05;J12
(Living Room);4/3/2003 1:07;4/3/2003 1:56;H12
(Dining Room);4/3/2003 1:08;4/3/2003 9:55;I14
(Conference Room);4/3/2003 1:53;4/5/2003 5:39;J10
(Conference Room);4/3/2003 1:53;4/3/2003 9:29;J11
(Conference Room);4/3/2003 1:53;4/3/2003 1:53;J12
(Conference Room);4/3/2003 9:29;4/5/2003 5:39;J10
(Conference Room);4/3/2003 9:29;4/3/2003 9:29;J11
(Conference Room);4/3/2003 9:30;4/3/2003 9:30;J11
(Conference Room);4/3/2003 9:30;4/7/2003 10:26;J12
(Dining Room);4/3/2003 9:52;4/3/2003 9:55;I14
(Studio A);4/3/2003 9:52;4/3/2003 10:41;A14
(Studio B);4/3/2003 9:52;4/9/2003 10:46;B9
(Studio C);4/3/2003 9:52;4/3/2003 10:42;C9
(Dining Room);4/3/2003 10:12;4/3/2003 10:27;I14
(Studio D);4/3/2003 10:12;4/3/2003 11:31;D9
(Studio E);4/3/2003 10:12;4/3/2003 11:31;E9
(Studio D);4/3/2003 10:13;4/7/2003 11:03;D11
(Living Room);4/3/2003 10:32;4/3/2003 10:37;H12
(Living Room);4/3/2003 10:32;4/7/2003 10:33;H13
(Dining Room);4/3/2003 11:29;4/8/2003 10:53;I16
(Dining Room);4/3/2003 11:30;4/3/2003 11:30;I11
(Dining Room);4/4/2003 12:01;4/4/2003 12:01;I11
(Studio F);4/4/2003 12:03;4/4/2003 12:03;F12
(Studio A);4/4/2003 1:13;4/4/2003 1:22;A15
(Studio C);4/4/2003 1:16;4/4/2003 4:27;C11
(Studio F);4/4/2003 4:26;4/4/2003 4:27;F16
(Dining Room);4/4/2003 10:06;4/4/2003 10:30;I14
(Studio A);4/4/2003 10:07;4/7/2003 10:43;A14
(Studio B);4/4/2003 10:07;4/9/2003 10:46;B9
(Studio C);4/4/2003 10:07;4/4/2003 11:05;C9
(Living Room);4/4/2003 10:38;4/4/2003 10:54;H12
(Living Room);4/4/2003 10:38;4/7/2003 10:33;H13
(Living Room);4/4/2003 10:38;4/4/2003 10:54;H9
(Conference Room);4/5/2003 5:39;4/5/2003 5:39;J11
(Conference Room);4/5/2003 5:39;4/7/2003 10:26;J12
(Conference Room);4/6/2003 12:06;4/7/2003 10:26;J12
(Conference Room);4/6/2003 12:07;4/7/2003 10:26;J12
(Conference Room);4/6/2003 10:51;4/7/2003 10:26;J10
(Conference Room);4/6/2003 10:51;4/7/2003 10:26;J12
(Conference Room);4/6/2003 10:53;4/7/2003 10:26;J12
(Studio C);4/6/2003 11:01;4/6/2003 11:01;C9
(Dining Room);4/7/2003 9:57;4/7/2003 10:01;I14
(Studio A);4/7/2003 9:57;4/7/2003 10:43;A14
(Studio B);4/7/2003 9:57;4/9/2003 10:46;B9
(Studio C);4/7/2003 9:57;4/8/2003 10:49;C9
(Dining Room);4/7/2003 10:12;4/7/2003 10:17;I14
(Studio D);4/7/2003 10:12;4/7/2003 11:03;D11
(Studio E);4/7/2003 10:12;4/7/2003 11:03;E9
(Dining Room);4/7/2003 10:17;4/7/2003 10:17;I14
(Living Room);4/7/2003 10:25;4/8/2003 10:39;H12
(Living Room);4/7/2003 10:25;4/7/2003 10:33;H13
(Conference Room);4/7/2003 10:26;4/7/2003 10:26;J10
(Conference Room);4/7/2003 10:26;4/8/2003 2:36;J11
(Conference Room);4/7/2003 10:26;4/7/2003 10:26;J12
(Dining Room);4/7/2003 10:45;4/7/2003 10:50;I11
(Dining Room);4/7/2003 10:45;4/7/2003 10:50;I14
(Living Room);4/8/2003 12:59;3/4/2003 2:37;H13
(Conference Room);4/8/2003 1:00;4/8/2003 2:30;J10
(Conference Room);4/8/2003 1:00;4/8/2003 1:01;J12
(Dining Room);4/8/2003 1:00;4/8/2003 2:30;I11
(Conference Room);4/8/2003 1:01;4/8/2003 1:01;J12
(Conference Room);4/8/2003 2:30;4/8/2003 2:36;J11
(Conference Room);4/8/2003 2:36;4/8/2003 2:39;J10
(Conference Room);4/8/2003 2:36;4/8/2003 2:36;J11
(Conference Room);4/8/2003 2:36;4/8/2003 2:36;J12
(Conference Room);4/8/2003 2:39;4/8/2003 2:39;J10
(Conference Room);4/8/2003 2:39;4/8/2003 2:39;J11
(Conference Room);4/8/2003 2:39;4/8/2003 2:39;J12
(Conference Room);4/8/2003 2:40;4/8/2003 2:40;J11
(Conference Room);4/8/2003 2:40;4/8/2003 2:40;J12
(Dining Room);4/8/2003 10:00;4/8/2003 10:05;I14
(Studio B);4/8/2003 10:00;4/9/2003 10:46;B9
(Studio C);4/8/2003 10:00;4/8/2003 10:49;C9
(Dining Room);4/8/2003 10:17;4/8/2003 10:20;I14
(Dining Room);4/8/2003 10:22;4/8/2003 10:30;I14
(Studio D);4/8/2003 10:22;4/8/2003 11:05;D11
(Studio D);4/8/2003 10:22;4/8/2003 11:05;D9
(Studio E);4/8/2003 10:22;4/8/2003 11:05;E9
(Living Room);4/8/2003 10:29;4/8/2003 10:39;H12
(Conference Room);4/8/2003 10:30;4/8/2003 10:31;J12
(Dining Room);4/8/2003 10:31;4/8/2003 10:53;I16
(Conference Room);4/8/2003 10:36;4/8/2003 10:36;J11
(Studio A);4/9/2003 12:13;4/9/2003 12:13;A11
(Studio F);4/9/2003 12:13;4/9/2003 12:14;F11
(Studio F);4/9/2003 12:13;4/9/2003 12:14;F13
(Studio A);4/9/2003 12:14;4/9/2003 12:13;A11
(Studio A);4/9/2003 12:14;4/9/2003 12:14;A15
(Dining Room);4/9/2003 10:03;4/9/2003 10:13;I14
(Studio B);4/9/2003 10:03;4/9/2003 10:46;B9
(Studio C);4/9/2003 10:03;4/9/2003 10:46;C9
(Dining Room);4/9/2003 10:20;4/9/2003 10:20;I14
(Dining Room);4/9/2003 10:25;4/9/2003 11:02;I14
(Studio D);4/9/2003 10:25;4/9/2003 11:02;D11
(Studio D);4/9/2003 10:25;4/11/2003 10:58;D9
(Studio E);4/9/2003 10:25;4/9/2003 11:02;E9
(Living Room);4/9/2003 10:28;4/9/2003 10:28;H12
(Conference Room);4/9/2003 10:29;4/10/2003 1:04;J12
(Dining Room);4/9/2003 10:39;4/9/2003 10:46;I11
(Dining Room);4/9/2003 10:39;4/11/2003 9:52;I16
(Dining Room);4/9/2003 10:46;4/9/2003 10:46;I11
(Dining Room);4/9/2003 10:46;4/9/2003 11:02;I14
