sid;start_time;end_time;value
ASL_2008_02_017;1445;1495;GO11N
ASL_2008_02_017;1840;1865;GO-AWAYbent-B-LB-LN
ASL_2008_02_017;2071;2140;GO-BY-BOATcrvd-Bcrvd-BN
ASL_2008_02_017;1670;1725;PROCEEDbent-B-Lbent-B-LN
ASL_2008_02_017;2380;2426;TAKE-SUBWAYYYN
ASL_2008_02_017;2802;2852;TAKE-TRAINU/HU/HN
ASL_2008_02_018;2446;2500;BEST-FRIENDXXN
ASL_2008_02_018;2210;2225;EXPERTF/9F/9N
ASL_2008_02_018;645;670;GO-TO-IT11N
ASL_2008_02_018;886;931;GOAL11N
ASL_2008_02_018;1090;1127;GOATcocked-UV/2N
ASL_2008_02_018;1305;1346;GODBBN
ASL_2008_02_018;1507;1560;GOLD/ns-CALIFORNIA+YELLOWI-L-YYN
ASL_2008_02_018;1785;1842;GOLFAAN
ASL_2008_02_018;1987;2026;GONE5flat-ON
ASL_2008_02_018;280;360;TOGETHER/GO-STEADYAAN
ASL_2008_02_019;240;292;(2h)THUMBS-UP/GOOD1010N
ASL_2008_02_019;464;497;GOOD+LUCKYB-L25N
ASL_2008_02_019;893;920;GOOD+MORNINGB-LB-LN
ASL_2008_02_019;672;710;GOOD+MORNINGB-LB-LN
ASL_2008_02_019;1107;1146;GOOD+NIGHTbent-B-Lbent-B-LN
ASL_2008_02_019;1390;1457;GOSSIPcrvd-Lbaby-ON
ASL_2008_02_019;1570;1626;GOVERNMENT11N
ASL_2008_02_151;560;629;BED+CUSHIONB-Lcrvd-sprd-BN
ASL_2008_02_151;215;265;MATHbent-Mbent-MN
ASL_2008_02_151;850;907;MAYBEB-LB-LN
ASL_2008_02_151;3350;3405;MEASLES5-C-L5-C-LN
ASL_2008_02_151;3895;3937;MEATF/9F/9N
ASL_2008_02_151;4470;4515;MEDICINE2525N
ASL_2008_02_151;3067;3135;SAMEYYN
ASL_2008_02_151;3617;3675;SIZEYYN
ASL_2008_02_151;4195;4281;TALK-OVEROON
ASL_2008_02_151;2370;2397;fs-MAYObent-Mfull-MN
ASL_2008_02_1510;2910;2970;(S)MOSQUITOSSN
ASL_2008_02_1510;4016;4072;MACHINEcrvd-5crvd-5N
ASL_2008_02_1510;2582;2626;MOSQUITO25B-LN
ASL_2008_02_1510;3242;3272;MOST1010N
ASL_2008_02_1510;3491;3530;MOTHER55N
ASL_2008_02_1510;3762;3820;MOTHER+LAW5LN
ASL_2008_02_1510;985;1041;ns-MOSESbent-Mbent-MN
ASL_2008_02_1511;1440;1497;LIP/MOUTH11N
ASL_2008_02_1511;540;595;MOTORCYCLESSN
ASL_2008_02_1511;775;816;MOUNTAINA5Y
ASL_2008_02_1511;1245;1285;MOUSE/FICTION11N
ASL_2008_02_1511;1950;2010;MOVEflat-Oflat-ON
ASL_2008_02_1511;2235;2305;MOVE-AROUNDflat-Oflat-ON
ASL_2008_02_1511;1691;1725;MOVE-AWAYflat-O5N
ASL_2008_02_1511;2530;2580;MOVIE55N
ASL_2008_02_1511;1016;1067;SAD55N
ASL_2008_02_1511;295;346;TRUMPETcrvd-5crvd-5N
ASL_2008_02_1512;1205;1275;FIGURE-OUTP/KP/KN
ASL_2008_02_1512;2990;3037;MOSQUEbent-Mbent-MN
ASL_2008_02_1512;295;335;MOVIE55N
ASL_2008_02_1512;555;612;MOWSSN
ASL_2008_02_1512;1515;1560;MUMPS5-C5-CN
ASL_2008_02_1512;2495;2562;MUSICB-LB-LY
ASL_2008_02_1512;3385;3415;MUSTXXN
ASL_2008_02_1512;3630;3670;MUSTACHEflat-Gflat-GN
ASL_2008_02_1512;785;836;PONDERflat-Oflat-ON
ASL_2008_02_1514;751;810;BLAME1010N
ASL_2008_02_1514;2192;2230;EMPTY/NAKED2525N
ASL_2008_02_1514;1495;1555;NNNN
ASL_2008_02_1514;1850;1912;NAB5SN
ASL_2008_02_1514;2475;2517;NAMEU/HU/HN
ASL_2008_02_1514;3590;3665;NAPKINAAN
ASL_2008_02_1514;217;260;POSS-1pB-LB-LN
ASL_2008_02_1514;1165;1210;SELF-1p1010N
ASL_2008_02_1514;966;1015;SELF-1pAAN
ASL_2008_02_1515;322;377;(B-L)NAPKINB-LB-LN
ASL_2008_02_1515;3300;3347;CLOSEbent-B-Lbent-B-LN
ASL_2008_02_1515;725;780;FOCUS/NARROWB-LB-LN
ASL_2008_02_1515;1020;1081;NARROW-STREETB-LB-LN
ASL_2008_02_1515;1785;1855;NATIVEB-LB-LN
ASL_2008_02_1515;2996;3060;NAVY3flat-O/2N
ASL_2008_02_1515;2620;2670;OF-COURSEU/HU/HN
ASL_2008_02_1515;2220;2272;ns-AMERICAN-INDIANF/9F/9N
ASL_2008_02_1516;4035;4105;EITHERV/2V/2N
ASL_2008_02_1516;390;426;NEATX-over-thumbX-over-thumbN
ASL_2008_02_1516;665;707;NECKB-LB-LN
ASL_2008_02_1516;1846;1906;NECKLACE11N
ASL_2008_02_1516;2220;2265;NECKTIEbent-Ubent-UN
ASL_2008_02_1516;2745;2805;NEGATIVE11N
ASL_2008_02_1516;3140;3236;NEXT+AGENTB-LB-LN
ASL_2008_02_1516;3740;3810;NEXT-TObent-B-Lbent-B-LN
ASL_2008_02_1516;2485;2525;SHOULDXXN
ASL_2008_02_1517;3465;3521;DCL"long stringed hanging object44N
ASL_2008_02_1517;2721;2785;FENCE44N
ASL_2008_02_1517;3710;3755;INTERNET2525N
ASL_2008_02_1517;305;351;NEPHEWbent-Nbent-NN
ASL_2008_02_1517;1277;1307;NERVE/VEIN11Y
ASL_2008_02_1517;2475;2530;NERVOUS55N
ASL_2008_02_1517;640;685;NERVYcrvd-Ucrvd-UN
ASL_2008_02_1517;2990;3065;NET44N
ASL_2008_02_1517;3995;4037;NEUTRALbent-Nbent-NN
ASL_2008_02_1517;4270;4296;NEVERBBN
ASL_2008_02_1518;270;312;NEWcrvd-Bcrvd-BN
ASL_2008_02_1518;988;1066;NEW+TESTAMENTB-LTN
ASL_2008_02_1518;2480;2540;NEXTbent-B-Lbent-B-LN
ASL_2008_02_1518;2750;2800;NEXT-WEEK_211N
ASL_2008_02_1518;3020;3060;NEXT-YEARS1N
ASL_2008_02_1518;2210;2270;PRINTsml-C/3flat-GN
ASL_2008_02_1518;3275;3322;TURNLLN
ASL_2008_02_1518;600;652;ns-NEW-ORLEANSflat-Oflat-ON
ASL_2008_02_1518;1245;1281;ns-NEW-YORKYYN
ASL_2008_02_1519;3673;3705;#NOU-Lflat-O/2N
ASL_2008_02_1519;3225;3290;BAD+DREAMB-LXN
ASL_2008_02_1519;1467;1506;CENT+FIVEI-L-Y5N
ASL_2008_02_1519;535;582;NIBBLEcrvd-Vcrvd-VN
ASL_2008_02_1519;1862;1901;NIECEbent-Nbent-NN
ASL_2008_02_1519;2595;2641;NIGHTbent-B-Lbent-B-LY
ASL_2008_02_1519;2381;2420;NIGHTbent-B-Lbent-B-LY
ASL_2008_02_1519;3485;3532;NIPPLESF/9F/9N
ASL_2008_02_1519;2095;2140;ns-NIGERIAbent-Nbent-NN
ASL_2008_02_152;825;895;AVERAGEB-LB-LN
ASL_2008_02_152;581;617;MEDITATE88N
ASL_2008_02_152;1295;1330;MEET11N
ASL_2008_02_152;1035;1085;MEETINGcrvd-sprd-Bflat-ON
ASL_2008_02_152;1590;1640;MEMBERbent-Bbent-BN
ASL_2008_02_152;1830;1881;MEMORIZE5SN
ASL_2008_02_152;2605;2650;MENSTRUATEAAN
ASL_2008_02_152;2833;2890;NAMEU/HU/HN
ASL_2008_02_152;295;371;PONDERflat-Oflat-ON
ASL_2008_02_1520;971;1015;(1h)NONE/NOTHINGOON
ASL_2008_02_1520;522;577;HEAR+NOISE15N
ASL_2008_02_1520;296;335;NOISE55N
ASL_2008_02_1520;787;816;NONEOON
ASL_2008_02_1520;1232;1295;NOONflat-Bflat-BY
ASL_2008_02_1520;1470;1510;NORTHbent-Nbent-NN
ASL_2008_02_1520;2680;2720;NOSE11N
ASL_2008_02_1520;2937;2975;NOT1010N
ASL_2008_02_1520;1725;1782;ns-NORTH-AMERICA55N
ASL_2008_02_1521;1134;1203;(1h)(L-X)INTERESTING+ZERO_2L-XON
ASL_2008_02_1521;1362;1411;NOT-YETB-LB-LN
ASL_2008_02_1521;1911;1946;NOTHINGA5N
ASL_2008_02_1521;2275;2321;NOTICE1XN
ASL_2008_02_1521;2530;2580;NOWYYN
ASL_2008_02_1521;2775;2832;NOWbent-B-Lbent-B-LN
ASL_2008_02_1521;3040;3100;NUMBERflat-Oflat-ON
ASL_2008_02_1521;265;292;SICK/SILLY2525N
ASL_2008_02_1521;450;486;SICK/SILLY2525N
ASL_2008_02_1522;1095;1132;#OKOP/KN
ASL_2008_02_1522;1290;1340;#ORORN
ASL_2008_02_1522;1511;1551;INFORMflat-Ocrvd-5N
ASL_2008_02_1522;315;360;MUSLIMbent-Mbent-MN
ASL_2008_02_1522;560;612;NURSEbent-Ubent-UN
ASL_2008_02_1522;735;772;NUTAAN
ASL_2008_02_1522;926;1002;OOON
ASL_2008_02_1522;1716;1786;OCEAN55N
ASL_2008_02_1522;2032;2135;OCTOPUSOON
ASL_2008_02_1522;2280;2312;STRANGECCN
ASL_2008_02_1523;772;800;#OFFOF/9N
ASL_2008_02_1523;1365;1410;MILLIONbent-B-Lbent-B-LN
ASL_2008_02_1523;275;312;OF-COURSEU/HU/HN
ASL_2008_02_1523;512;542;OFFB-LB-LN
ASL_2008_02_1523;1152;1185;OFFICEOON
ASL_2008_02_1523;1870;1915;OH-I-SEEYYN
ASL_2008_02_1523;2115;2150;OLDSSN
ASL_2008_02_1523;1632;1680;SEE-SEEV/2V/2N
ASL_2008_02_1523;932;980;SUGGESTB-LB-LN
ASL_2008_02_1524;893;965;(S)OLD+TESTAMENTSTN
ASL_2008_02_1524;1190;1252;CHAIN/OLYMPICSopen-FF/9N
ASL_2008_02_1524;2610;2650;HALF1V/2N
ASL_2008_02_1524;2821;2865;HALF1V/2N
ASL_2008_02_1524;1385;1415;ONB-LB-LN
ASL_2008_02_1524;1596;1630;ONCE11N
ASL_2008_02_1524;1850;1940;ONCE-IN-A-WHILE11N
ASL_2008_02_1524;3260;3304;ONE+MILLION1bent-B-LN
ASL_2008_02_1524;2185;2222;ONE-FOURTH14N
ASL_2008_02_1524;2405;2450;ONE-FOURTH14N
ASL_2008_02_1525;2961;3005;BOOKB-Lcrvd-BN
ASL_2008_02_1525;391;425;DO-DOG/Qbaby-ON
ASL_2008_02_1525;1340;1391;ONE+THOUSAND1bent-B-LN
ASL_2008_02_1525;725;755;ONE-MORE1XN
ASL_2008_02_1525;951;985;ONE-THIRD13N
ASL_2008_02_1525;1125;1170;ONE-THIRD13N
ASL_2008_02_1525;1585;1617;ONIONcocked-Scocked-SN
ASL_2008_02_1525;2745;2782;OPENB-xdB-xdN
ASL_2008_02_1525;3155;3200;OPEN-DOORBBN
ASL_2008_02_1526;3070;3118;AGAINSTB-LB-LN
ASL_2008_02_1526;560;605;OPEN-WINDOWB-LB-LN
ASL_2008_02_1526;2822;2865;OPINIONOON
ASL_2008_02_1526;3312;3360;OPPOSITE11N
ASL_2008_02_1526;2550;2610;RELAY-OPERATORL-XL-XN
ASL_2008_02_1526;3736;3790;SPEECH/ORALcrvd-Vcrvd-VN
ASL_2008_02_1526;776;815;SURGERY1010N
ASL_2008_02_1526;2310;2367;SURGERYAAN
ASL_2008_02_1526;3525;3555;THEN11N
ASL_2008_02_1526;345;409;THINK+GENERAL1B-LN
ASL_2008_02_1527;2776;2859;MUSIC++GROUP/TOGETHERB-Lcrvd-sprd-BN
ASL_2008_02_1527;707;750;ORANGECSN
ASL_2008_02_1527;3085;3125;ORDER11N
ASL_2008_02_1527;3365;3450;ORGAN-MUSICcrvd-5crvd-5N
ASL_2008_02_1527;3580;3625;ORGANIZATIONOON
ASL_2008_02_1527;4090;4125;ORTHODOXF/9F/9N
ASL_2008_02_1527;395;455;SPEECH/ORALOON
ASL_2008_02_1528;885;926;OUT5flat-ON
ASL_2008_02_1528;685;710;OUTfanned-flat-Oflat-ON
ASL_2008_02_1528;2195;2245;OVER/AFTERBBN
ASL_2008_02_1528;1742;1807;OVERFLOWcrvd-flat-B5N
ASL_2008_02_1528;2755;2814;OVERHEAD-PROJECTORflat-Ocrvd-sprd-BN
ASL_2008_02_1528;3271;3325;OWLflat-Oflat-ON
ASL_2008_02_1528;326;370;POSS-1pcrvd-flat-Bcrvd-flat-BN
ASL_2008_02_1528;530;577;SELF-1pA10N
ASL_2008_02_1528;1150;1205;TAKE-NOTESflat-Oflat-ON
ASL_2008_02_1529;490;552;BOOK-PAGE1010N
ASL_2008_02_1529;303;369;PACKflat-Oflat-ON
ASL_2008_02_1529;677;708;PAGER3flat-O/2N
ASL_2008_02_1529;1465;1532;PAINTV/2V/2N
ASL_2008_02_1529;1187;1250;PAINTbent-B-LB-LN
ASL_2008_02_1529;1709;1780;PAINT+AGENTB-LB-LN
ASL_2008_02_1529;1950;2007;SLEEP+DRESS/CLOTHEScrvd-sprd-B5N
ASL_2008_02_1529;948;1001;TEXTING1010N
ASL_2008_02_1529;2673;2715;WHITE+(5)FACEcrvd-sprd-B5N
ASL_2008_02_1529;2428;2506;ns-nat-PAKISTANF/9F/9N
ASL_2008_02_153;315;441;HORSE+ICL:S"holding moving poleU-LSN
ASL_2008_02_153;1640;1672;MESSED-UPcrvd-5crvd-5N
ASL_2008_02_153;1875;1905;METALXXN
ASL_2008_02_153;3195;3235;METHODMMN
ASL_2008_02_153;4110;4191;MOTIVATE++AGENTB-LB-LN
ASL_2008_02_153;901;975;SENTENCEopen-FF/9N
ASL_2008_02_153;4410;4455;ns-nat-MEXICOV/2V/2N
ASL_2008_02_1530;2221;2266;PANCAKEB-LB-LN
ASL_2008_02_1530;2449;2492;PANTSB-Lbent-B-LN
ASL_2008_02_1530;2661;2698;PAPER55N
ASL_2008_02_1530;3050;3133;PAPER++CLIPB-Lflat-O/2N
ASL_2008_02_1530;4433;4475;PARAGRAPHcrvd-sprd-Bcrvd-sprd-BN
ASL_2008_02_1530;3725;3822;TRIMV/2U/HN
ASL_2008_02_1531;503;542;(P)PARANOIDP/KP/KN
ASL_2008_02_1531;2387;2434;(P)PARTICIPATEP/KP/KN
ASL_2008_02_1531;705;756;IMAGINEIIN
ASL_2008_02_1531;1895;1931;JOINU/HU/HN
ASL_2008_02_1531;900;946;MOTHER+FATHER55N
ASL_2008_02_1531;280;327;PARALLEL11N
ASL_2008_02_1531;1385;1432;PARK33N
ASL_2008_02_1531;1645;1701;PARLIAMENTP/KP/KY
ASL_2008_02_1531;1090;1141;ns-PARISV/2V/2N
ASL_2008_02_1532;2171;2230;ELBOW-PATCHcrvd-Lcrvd-LY
ASL_2008_02_1532;2766;2810;MEDICAL-PATIENTP/KP/KN
ASL_2008_02_1532;747;805;PARTYP/KP/KN
ASL_2008_02_1532;991;1020;PASSAAN
ASL_2008_02_1532;1185;1230;PASTB-Lbent-B-LN
ASL_2008_02_1532;1430;1482;PAT-ON-BACKB-LB-LN
ASL_2008_02_1532;2480;2512;PATIENTAAN
ASL_2008_02_1532;1705;1746;PIRATEflat-Bflat-BN
ASL_2008_02_1532;436;477;SHORTU/HU/HN
ASL_2008_02_1533;3945;4000;BANANAbaby-Obaby-ON
ASL_2008_02_1533;797;866;BECOME+QUIETcrvd-B5N
ASL_2008_02_1533;2940;2992;NECKLACEF/9F/9N
ASL_2008_02_1533;335;362;PAYP/KP/KN
ASL_2008_02_1533;1715;1747;PEACHcrvd-sprd-Bflat-ON
ASL_2008_02_1533;2605;2646;PEARfanned-flat-Oflat-ON
ASL_2008_02_1533;3220;3282;PEASbaby-Obaby-ON
ASL_2008_02_1533;3615;3712;PEEK-AROUNDB-xdB-xdN
ASL_2008_02_1534;3675;3706;(P)PENISP/KP/KN
ASL_2008_02_1534;4264;4294;CENT+ONE11N
ASL_2008_02_1534;645;710;ICL"peeling an orange5-CSN
ASL_2008_02_1534;1210;1285;ICL"peeling skinopen-FF/9N
ASL_2008_02_1534;375;461;ICL"peeling with knifeYYN
ASL_2008_02_1534;935;1000;ICL:F"peeling paintopen-FF/9N
ASL_2008_02_1534;1727;1765;PENCILbaby-Obaby-ON
ASL_2008_02_1534;2051;2127;PENGUINflat-Bflat-BN
ASL_2008_02_1534;1450;1470;WRITEbaby-Obaby-ON
ASL_2008_02_1535;2220;2277;EXACTF/9F/9N
ASL_2008_02_1535;316;380;PEOPLEP/KP/KN
ASL_2008_02_1535;1911;1955;PERCENTOON
ASL_2008_02_1535;2710;2755;PERFECTF/9F/9N
ASL_2008_02_1535;2460;2512;PERFECTP/KP/KN
ASL_2008_02_1535;3207;3261;PERFUMEYYN
ASL_2008_02_1535;3510;3555;PERFUMEYYN
ASL_2008_02_1535;4581;4625;PERIODX-over-thumbX-over-thumbN
ASL_2008_02_1536;515;556;PERIOD-ON-PAGE11N
ASL_2008_02_1536;752;785;PERMITP/KP/KN
ASL_2008_02_1536;980;1004;PERSONP/KP/KN
ASL_2008_02_1536;1245;1320;PERSONALITYP/KP/KN
ASL_2008_02_1536;1550;1600;PERSPECTIVEV/2V/2N
ASL_2008_02_1536;1822;1874;PERSPECTIVEV/2V/2N
ASL_2008_02_1536;3602;3660;PET/SPOILEDB-L10N
ASL_2008_02_1536;2080;2128;URGEX-over-thumbX-over-thumbN
ASL_2008_02_1537;1030;1093;PP/KP/KN
ASL_2008_02_1537;3320;3360;PHYSICALP/KP/KN
ASL_2008_02_1537;3590;3652;PHYSICScrvd-Vcrvd-VN
ASL_2008_02_1537;1370;1435;ns-PHILADELPHIAP/KP/KN
ASL_2008_02_1538;3500;3547;DCL"flat stack55N
ASL_2008_02_1538;3727;3785;DCL"pile5crvd-5N
ASL_2008_02_1538;256;350;PIANOcrvd-5crvd-5N
ASL_2008_02_1538;920;985;PICKLEU/HU/HN
ASL_2008_02_1538;2385;2430;PICTURECCN
ASL_2008_02_1538;2920;2986;PIEB-LB-LN
ASL_2008_02_1538;3220;3252;PIGB-Lbent-B-LN
ASL_2008_02_1538;3975;4025;PILLOW5crvd-5N
ASL_2008_02_1538;1753;1790;PINKP/KP/KN
ASL_2008_02_1538;2121;2171;SANDWICHcrvd-Bbent-B-LN
ASL_2008_02_1539;509;570;AIRPLANE++AGENTI-L-YB-LN
ASL_2008_02_1539;746;811;PIMPLES11N
ASL_2008_02_1539;1510;1550;PINsml-C/3baby-ON
ASL_2008_02_1539;3406;3465;PINEAPPLEP/KP/KN
ASL_2008_02_1539;5115;5155;PING-PONG/TENNISflat-Oflat-ON
ASL_2008_02_1539;5570;5595;PINKP/KP/KN
ASL_2008_02_1539;310;342;TAKE-PILLcocked-S1N
ASL_2008_02_1539;966;1017;ZITS5-C-Lcrvd-5N
ASL_2008_02_154;3332;3391;ALL-NIGHT-AFTER-MIDNIGHTB-xdB-xdN
ASL_2008_02_154;2400;2425;MICROPHONESSN
ASL_2008_02_154;2606;2652;MICROPHONESSN
ASL_2008_02_154;2915;2955;MICROWAVEScrvd-sprd-BN
ASL_2008_02_154;3647;3686;MIDNIGHTcocked-UV/2Y
ASL_2008_02_154;960;1020;ns-MEXICO/SPAINXXN
ASL_2008_02_154;2055;2090;ns-MIAMIbent-Mbent-MN
ASL_2008_02_154;4000;4066;ns-nat-MILAN11N
ASL_2008_02_1540;3820;3885;#PIZZAP/KAN
ASL_2008_02_1540;1482;1535;CONVINCEBBN
ASL_2008_02_1540;367;409;DIPLOMAOON
ASL_2008_02_1540;705;767;PIPEYYN
ASL_2008_02_1540;2478;2585;PITCHERYYN
ASL_2008_02_1540;2775;2875;PITCHER_21010N
ASL_2008_02_1540;3275;3365;PITY2525N
ASL_2008_02_1540;995;1045;TOSScrvd-3crvd-3N
ASL_2008_02_1540;1841;1933;VOICE++(1)TEMPERATURE/PITCHbent-V1N
ASL_2008_02_1540;3067;3130;ns-PITTSBURGHF/9F/9N
ASL_2008_02_1541;2572;2646;DEAL-CARDSX-over-thumbX-over-thumbN
ASL_2008_02_1541;516;571;DISHcrvd-Lcrvd-LN
ASL_2008_02_1541;985;1038;PIZZAbent-B-Lbent-B-LN
ASL_2008_02_1541;710;762;PIZZA_2bent-B-Lbent-B-LN
ASL_2008_02_1541;1271;1342;PLACEP/KP/KN
ASL_2008_02_1541;1925;1970;PLANB-LB-LN
ASL_2008_02_1541;2152;2168;PLANT-SEEDSfanned-flat-OAN
ASL_2008_02_1541;2374;2425;PLAYYYN
ASL_2008_02_1541;2775;2815;PLAY+AGENTYB-LN
ASL_2008_02_1541;1526;1577;REALLY+NICE/CLEAN1B-LN
ASL_2008_02_1542;1236;1297;COOLB-LB-LN
ASL_2008_02_1542;826;858;FRIENDLY55N
ASL_2008_02_1542;602;662;PLAY+GROUNDYAN
ASL_2008_02_1542;339;408;PLAY-AROUNDYYN
ASL_2008_02_1542;1461;1524;PLEASE/(1h)ENJOYB-LB-LN
ASL_2008_02_1542;1671;1701;PLENTYB-LB-LN
ASL_2008_02_1542;2675;2733;PLUGV/2V/2N
ASL_2008_02_1542;3202;3268;PNEUMONIAP/KP/KN
ASL_2008_02_1542;2957;3003;WRENCH/PLUMBINGV/2V/2N
ASL_2008_02_1543;3587;3630;DCL"thin cylindrical objectF/9F/9N
ASL_2008_02_1543;1860;1894;IX:i11N
ASL_2008_02_1543;258;324;LUNGSbent-B-Lbent-B-LN
ASL_2008_02_1543;440;495;POCKETB-LB-LN
ASL_2008_02_1543;642;688;POEMA5N
ASL_2008_02_1543;811;867;POETRYP/KP/KY
ASL_2008_02_1543;1425;1450;POINT-TO11N
ASL_2008_02_1543;2236;2260;POKE11N
ASL_2008_02_1543;2541;2600;ns-nat-POLANDbent-B-Lbent-B-LN
ASL_2008_02_1544;1255;1320;BILLIARDSX-over-thumbX-over-thumbN
ASL_2008_02_1544;200;240;COPCCN
ASL_2008_02_1544;3142;3172;PLUS11N
ASL_2008_02_1544;422;465;POLICYP/KP/KN
ASL_2008_02_1544;615;661;POLITE55N
ASL_2008_02_1544;850;905;POLITICSP/KP/KN
ASL_2008_02_1544;1460;1520;POORcrvd-5flat-OY
ASL_2008_02_1544;2217;2255;POP-CORKX-over-thumb10N
ASL_2008_02_1544;2484;2537;POPCORNS1N
ASL_2008_02_1544;2790;2847;ns-PORTUGAL_211N
ASL_2008_02_1545;915;931;#POP/KON
ASL_2008_02_1545;436;480;CANAAN
ASL_2008_02_1545;3070;3118;ICL"shaking outCCN
ASL_2008_02_1545;2760;2863;ICL:C"pouring overCCN
ASL_2008_02_1545;2575;2630;PITCHERYYN
ASL_2008_02_1545;2055;2095;POSTPONEF/9F/9N
ASL_2008_02_1545;2320;2350;POTATOcrvd-Vcrvd-VN
ASL_2008_02_1545;3895;3941;POWERcrvd-5crvd-5Y
ASL_2008_02_1545;1471;1525;SQUARE1bent-1N
ASL_2008_02_1546;2685;2725;(1h)HAPPY+(1h)MOSTB-L10N
ASL_2008_02_1546;635;675;APPLAUSEB-LB-LN
ASL_2008_02_1546;1660;1695;FAVORITE/PREFER2525N
ASL_2008_02_1546;286;330;POWERFULB-xdB-xdY
ASL_2008_02_1546;470;520;PRACTICEAAN
ASL_2008_02_1546;801;852;PRAYB-LB-LN
ASL_2008_02_1546;1005;1050;PREACHF/9F/9N
ASL_2008_02_1546;1185;1241;PREACH++AGENTF/9B-LN
ASL_2008_02_1546;1407;1440;PREDICTV/2V/2Y
ASL_2008_02_1546;2876;2905;PREGNANT55N
ASL_2008_02_1547;2765;2805;BEAUTIFUL5flat-ON
ASL_2008_02_1547;1510;1570;BEFORE_2+SCHOOLP/KB-LN
ASL_2008_02_1547;1275;1331;BEFORE_2+SCHOOLbent-B-LB-LN
ASL_2008_02_1547;2420;2455;CREATE/PRETEND44N
ASL_2008_02_1547;1737;1770;GIFTXXN
ASL_2008_02_1547;522;565;PLANB-LB-LN
ASL_2008_02_1547;275;315;PREGNANT55N
ASL_2008_02_1547;756;800;PRESBYTERIANP/KP/KN
ASL_2008_02_1547;1940;1971;PRESIDENTcrvd-5SN
ASL_2008_02_1547;2155;2196;PRESSURE55N
ASL_2008_02_1548;865;915;FIRST-IN-LIST11N
ASL_2008_02_1548;265;307;PREVENTBBN
ASL_2008_02_1548;426;472;PRIESTG/QG/QN
ASL_2008_02_1548;2005;2045;PRINCEP/KP/KN
ASL_2008_02_1548;2250;2310;PRINCESSP/KP/KN
ASL_2008_02_1548;2485;2520;PRINCIPALP/KP/KN
ASL_2008_02_1548;2687;2722;PRINTLflat-GN
ASL_2008_02_1548;2866;2915;PRINT+AGENTLB-LN
ASL_2008_02_1548;3245;3300;PRIORITYB-LB-LN
ASL_2008_02_1548;3506;3535;PRISON44N
ASL_2008_02_1549;855;897;PERMITP/KP/KN
ASL_2008_02_1549;1921;1980;POSTPONEF/9F/9N
ASL_2008_02_1549;350;385;PRISON44N
ASL_2008_02_1549;610;672;PRISON++AGENT4B-LN
ASL_2008_02_1549;1050;1080;PROBLEMcrvd-Vcrvd-VN
ASL_2008_02_1549;1205;1250;PROBLEMcrvd-Vcrvd-VN
ASL_2008_02_1549;2135;2179;PROGRAMP/KP/KN
ASL_2008_02_1549;1645;1691;PROGRESSB-LB-LN
ASL_2008_02_1549;2415;2466;PROGRESSbent-B-Lbent-B-LN
ASL_2008_02_1549;1440;1485;TOUGHcrvd-Vcrvd-VN
ASL_2008_02_155;2655;2710;MAXIMUMB-LB-LN
ASL_2008_02_155;302;336;MILKSSN
ASL_2008_02_155;525;600;MILK-COWcrvd-5SN
ASL_2008_02_155;1287;1330;MILLIONbent-B-Lbent-B-LN
ASL_2008_02_155;962;1040;MILLION+AGENTbent-B-LB-LN
ASL_2008_02_155;5992;6032;MINORB-xdB-xdN
ASL_2008_02_155;6445;6519;OLD+LESS-THANSB-xdN
ASL_2008_02_155;2386;2445;POSS-1pB-LB-LN
ASL_2008_02_1550;420;450;A-LEVEL-ABOVEbent-B-Lbent-B-LN
ASL_2008_02_1550;620;675;CROSS-MY-HEART1bent-1N
ASL_2008_02_1550;2265;2300;DEFENDSSN
ASL_2008_02_1550;1342;1392;PREDICT+AGENTV/2B-LN
ASL_2008_02_1550;240;285;PROJECTP/KIN
ASL_2008_02_1550;805;846;PROMISE15N
ASL_2008_02_1550;1875;1930;PROPORTIONP/KP/KN
ASL_2008_02_1550;2565;2630;PROTESTANTcrvd-Vcrvd-VN
ASL_2008_02_1550;2770;2820;PROUDAAN
ASL_2008_02_1550;993;1010;PROVEflat-Bflat-BN
ASL_2008_02_1551;270;300;PROVEB-LB-LN
ASL_2008_02_1551;695;732;PSYCHIATRYP/KP/KN
ASL_2008_02_1551;478;524;PSYCHIATRY++AGENTP/KB-LN
ASL_2008_02_1551;1092;1132;PSYCHOLOGYB-LB-LN
ASL_2008_02_1551;881;940;PSYCHOLOGY++AGENTB-LB-LN
ASL_2008_02_1551;2793;2837;PUFF-SMOKEOcrvd-sprd-BN
ASL_2008_02_1551;3010;3057;PULLAAN
ASL_2008_02_1551;1742;1819;WATER+DCL"round flatcrvd-Wcrvd-LN
ASL_2008_02_1551;2071;2120;ns-PUERTO-RICOP/KRN
ASL_2008_02_1551;2330;2390;ns-PUERTO-RICO_2P/KRN
ASL_2008_02_1552;465;550;AIR-PUMPSSN
ASL_2008_02_1552;1670;1689;ASSAULTSSN
ASL_2008_02_1552;716;780;BIKE-PUMPSSN
ASL_2008_02_1552;2413;2483;MARIONETTEopen-FF/9N
ASL_2008_02_1552;1155;1176;MELON/PUMPKINcocked-8open-8N
ASL_2008_02_1552;1415;1481;PUMPSsml-C/3sml-C/3N
ASL_2008_02_1552;1897;1935;PUNISH11Y
ASL_2008_02_1552;2650;2687;PURPLEP/KP/KN
ASL_2008_02_1552;3127;3185;PURSEcrvd-Bcrvd-BN
